"","FeatureCode","DateCode","Measurement","Units","Value","Indices of Deprivation"
"13275","E06000003",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"e. Health Deprivation and Disability Domain"
"13276","E07000214",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13277","E07000213",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13278","E07000216",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13279","E07000215",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13280","E07000211",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13281","E07000210",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13282","E07000212",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13283","E07000221",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13284","E07000220",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13285","E07000222",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13286","E07000218",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13287","E07000217",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13288","E07000219",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13289","E07000198",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13290","E07000197",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13291","E07000199",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13292","E07000195",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13293","E07000194",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13294","E07000196",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13295","E07000208",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13296","E07000207",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13297","E07000209",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13298","E07000202",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13299","E07000200",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13300","E07000203",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13301","E07000243",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13302","E07000242",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13303","E07000005",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13304","E07000004",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13305","E07000240",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13306","E07000239",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13307","E07000241",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13308","E07000010",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13309","E07000009",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13310","E07000011",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13311","E07000007",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13312","E07000006",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13313","E07000008",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13314","E07000227",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13315","E07000226",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13316","E07000228",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13317","E07000224",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13318","E07000223",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13319","E07000225",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13320","E07000237",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13321","E07000236",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13322","E07000238",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13323","E07000234",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13324","E07000229",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13325","E07000235",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13326","E06000046",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13327","E06000045",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13328","E07000150",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13329","E07000149",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13330","E06000043",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13331","E06000042",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13332","E06000044",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13333","E07000155",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13334","E07000154",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13335","E07000156",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13336","E07000152",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13337","E07000151",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13338","E07000153",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13339","E06000034",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13340","E06000033",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13341","E06000035",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13342","E06000057",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13343","E06000031",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13344","E06000032",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13345","E06000040",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13346","E06000039",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13347","E06000041",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13348","E06000037",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13349","E06000036",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13350","E06000038",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13351","E07000179",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13352","E07000178",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13353","E07000180",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13354","E07000176",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13355","E07000175",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13356","E07000177",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13357","E07000192",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13358","E07000189",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13359","E07000193",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13360","E07000187",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13361","E07000181",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13362","E07000188",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13363","E07000167",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13364","E07000166",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13365","E07000168",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13366","E07000164",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13367","E07000163",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13368","E07000165",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
"13369","E07000173",2019,"Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally",NA,NA,"c. Employment Deprivation Domain"
