FeatureCode,DateCode,Measurement,Units,Value,Indices of Deprivation
E07000084,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000085,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000071,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0095,c. Employment Deprivation Domain
E07000086,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000078,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.04,c. Employment Deprivation Domain
E07000082,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000080,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000094,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000122,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.2281,c. Employment Deprivation Domain
E07000125,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.1163,c. Employment Deprivation Domain
E07000093,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000126,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0286,c. Employment Deprivation Domain
E07000087,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000124,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000075,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000069,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0175,c. Employment Deprivation Domain
E07000070,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000072,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000066,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0818,c. Employment Deprivation Domain
E07000064,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0345,c. Employment Deprivation Domain
E07000076,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.1798,c. Employment Deprivation Domain
E07000065,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000077,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E08000014,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.2328,c. Employment Deprivation Domain
E07000079,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000073,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E08000015,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.2573,c. Employment Deprivation Domain
E07000068,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000074,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000011,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000226,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E08000021,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.2343,c. Employment Deprivation Domain
E08000007,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0842,c. Employment Deprivation Domain
E07000227,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000222,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0116,c. Employment Deprivation Domain
E07000225,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000215,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000235,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0444,c. Employment Deprivation Domain
E07000010,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0364,c. Employment Deprivation Domain
E08000016,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.2789,c. Employment Deprivation Domain
E07000008,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E08000019,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.2319,c. Employment Deprivation Domain
E08000013,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.2857,c. Employment Deprivation Domain
E08000012,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.4765,c. Employment Deprivation Domain
E07000132,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0303,"d. Education, Skills and Training Domain"
E07000135,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0278,"d. Education, Skills and Training Domain"
E07000127,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0548,"d. Education, Skills and Training Domain"
E07000134,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0517,"d. Education, Skills and Training Domain"
E07000036,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0137,j. Income Deprivation Affecting Older People Index (IDAOPI)
E08000033,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0781,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000131,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,"d. Education, Skills and Training Domain"
E08000037,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.1349,j. Income Deprivation Affecting Older People Index (IDAOPI)
E07000214,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000220,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000228,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000219,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0741,c. Employment Deprivation Domain
E08000006,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.2867,c. Employment Deprivation Domain
E07000133,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,"d. Education, Skills and Training Domain"
E07000216,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E08000028,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.2258,c. Employment Deprivation Domain
E08000017,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.2268,c. Employment Deprivation Domain
E08000029,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.1493,c. Employment Deprivation Domain
E08000032,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.2452,c. Employment Deprivation Domain
E08000018,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.2335,c. Employment Deprivation Domain
E08000004,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.2482,c. Employment Deprivation Domain
E08000022,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.1298,c. Employment Deprivation Domain
E08000003,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.3333,c. Employment Deprivation Domain
E07000147,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0161,c. Employment Deprivation Domain
E07000143,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000146,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0787,c. Employment Deprivation Domain
E07000142,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0769,c. Employment Deprivation Domain
E08000024,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.3081,c. Employment Deprivation Domain
E08000031,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.3101,c. Employment Deprivation Domain
E08000030,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.2096,c. Employment Deprivation Domain
E07000005,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000218,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000004,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000007,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E08000011,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.4898,c. Employment Deprivation Domain
E07000009,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000217,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000006,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000221,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000030,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000224,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0213,c. Employment Deprivation Domain
E07000223,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000031,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,c. Employment Deprivation Domain
E07000029,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.1429,c. Employment Deprivation Domain
E07000032,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0385,c. Employment Deprivation Domain
E06000003,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.3068,e. Health Deprivation and Disability Domain
E07000240,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,"d. Education, Skills and Training Domain"
E09000032,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,"d. Education, Skills and Training Domain"
E07000033,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.125,e. Health Deprivation and Disability Domain
E07000031,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,"d. Education, Skills and Training Domain"
E07000241,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,"d. Education, Skills and Training Domain"
E07000034,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.1159,"d. Education, Skills and Training Domain"
E07000033,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.1875,"d. Education, Skills and Training Domain"
E08000030,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,g. Barriers to Housing and Services Domain
E08000031,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0127,g. Barriers to Housing and Services Domain
E07000036,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0,g. Barriers to Housing and Services Domain
E07000037,2015,Proportion of Lower-layer Super Output Areas (LSOAs) in most deprived 10% nationally,,0.0169,g. Barriers to Housing and Services Domain
